Book_ID,ISBN_Number,Title,Author,Description,Published_Date,Category,Publisher,Image_Path,PDF_Link
,,,,,,,,
100106,"978-0-7432-7365-7","The Last Tycoon",11,"An unfinished novel about the life and ambitions of the Hollywood producer Monroe Stahr.","1941-10-22",1,11, "https://m.media-amazon.com/images/M/MV5BZDVhOTczYzgtNGI2OS00ZTc5LWI5YTUtOTk3OTUzZDA1ODUwXkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_FMjpg_UX1000_.jpg"
100107,"978-0-06-207357-7","The Pale Horse",12,"A detective novel featuring Mark Easterbrook and his investigation into a series of mysterious deaths connected to a pub named The Pale Horse.","1961-11-06",3,12, "https://m.media-amazon.com/images/M/MV5BOGUwNTMyOTAtMjA0ZS00MjViLWJlMGQtYTZhZTcxOGVkODQ0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_FMjpg_UX1000_.jpg"
100108,"978-0-452-28439-5","Doctor Zhivago",44,"A novel set during the Russian Revolution following the life and loves of the poet and physician Yuri Zhivago.","1957-11-01",1,44, "https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwlHlOSo_s_s_MLiufNtfaqzUQOmxpNb5XBQ&s"
100109,"978-0-618-00231-0","The History of Middle-earth",14,"A series of books compiling and analyzing the unpublished writings and world-building notes of J.R.R. Tolkien.","1983-12-12",7,14, "https://m.media-amazon.com/images/I/611BcN73+CL._AC_UF1000,1000_QL80_.jpg"
100110,"978-0-06-112248-4","Tristessa",38,"A novel set in Mexico City chronicling the spiritual journey and romantic longing of the narrator for the morphine-addicted Tristessa.","1960-06-30",23,38, "https://upload.wikimedia.org/wikipedia/en/3/33/Tristessa.jpg"
100111,"978-0-452-28440-1","Anthem",42,"A dystopian novella about a future collectivist society where the concept of individuality has been eradicated.","1938-07-01",8,42, "https://m.media-amazon.com/images/I/71Jvv0weqtL._AC_UF1000,1000_QL80_.jpg"
100112,"978-0-7432-7366-4","The Diamond as Big as the Ritz",11,"A short story about a fantastically wealthy family who owns a diamond the size of a mountain.","1922-06-20",1,11, "https://upload.wikimedia.org/wikipedia/commons/8/83/The_Smart_Set_June_1922.jpg"
100113,"978-0-06-207358-4","They Came to Baghdad",12,"A novel featuring Victoria Jones who gets entangled in an international conspiracy while traveling in Baghdad.","1951-10-01",3,12, "https://agathachristie.imgix.net/hcuk-paperback/They-Came-to-Baghdad.JPG?auto=compress,format&fit=clip&q=65&w=400"
100114,"978-0-452-28441-8","The Master and Margarita",45,"A novel set in Soviet Russia interweaving the story of the Devil's visit to Moscow and the love story of Margarita and the Master.","1967-11-30",1,45, "https://m.media-amazon.com/images/I/71bZYI9NvpL._AC_UF894,1000_QL80_.jpg"
100115,"978-0-618-00232-7","Leaf by Niggle",14,"A short story by J.R.R. Tolkien about Niggle a painter who is obsessed with completing his magnum opus before embarking on a long journey.","1945-01-28",7,14, "https://upload.wikimedia.org/wikipedia/en/7/7e/Leaf_by_Niggle_%28cover%29.png"
100116,"978-0-06-112249-1","Maggie Cassidy",38,"A novel recounting the teenage love affair of Jack Duluoz in a small Massachusetts town during the 1930s.","1959-01-14",23,38, "https://upload.wikimedia.org/wikipedia/en/5/5c/Maggie-cassidy-cover.jpg"
100117,"978-0-452-28442-5","We the Living",42,"A novel set in post-revolutionary Russia following the struggles of Kira Argounova against the oppressive communist regime.","1936-04-07",8,42, "https://upload.wikimedia.org/wikipedia/en/2/22/AynRand_WeTheLiving.jpg"
100118,"978-0-7432-7367-1","The Curious Case of Benjamin Button",11,"A short story about a man who is born old and ages backwards through life.","1922-05-27",1,11, "https://m.media-amazon.com/images/M/MV5BMzI4M2I1MTItYjdiYi00YTZhLTg0NDgtZWIzOGU5ZmM3NWZlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg"
100119,"978-0-06-207359-1","Nemesis",12,"Hercule Poirot investigates a murder linked to an old friend who challenges him to solve the crime from beyond the grave.","1971-11-06",3,12, "https://upload.wikimedia.org/wikipedia/en/c/cb/Cover-project-nemesis-2.jpg"
100120,"978-0-452-28443-2","One Day in the Life of Ivan Denisovich",46,"A novel depicting a single day in the life of Ivan Denisovich Shukhov a prisoner in a Soviet labor camp during the 1950s.","1962-11-30",1,46, "https://m.media-amazon.com/images/I/71pRBE5FSgL._AC_UF1000,1000_QL80_.jpg"
100121,"978-0-618-00233-4","The Hobbit",14,"A fantasy novel about the journey of Bilbo Baggins to the Lonely Mountain with a group of dwarves to reclaim their treasure from the dragon Smaug.","1937-09-21",7,14, "https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_FMjpg_UX1000_.jpg"
100122,"978-0-06-112250-7","Vanity of Duluoz",38,"A semi-autobiographical novel recounting the early years of Jack Duluoz and his experiences in the pre-World War II era.","1968-01-31",23,38, "https://upload.wikimedia.org/wikipedia/en/d/d3/VanityOfDuluoz.JPG"
100123,"978-0-452-28444-9","Ayn Rand and the World She Made",42,"A biography exploring the life ideas and influence of Ayn Rand the creator of Objectivism and the author of 'Atlas Shrugged' and 'The Fountainhead'.","2009-10-13",22,42, "https://m.media-amazon.com/images/I/61cna4-80pL._AC_UF1000,1000_QL80_.jpg"
100124,"978-0-7432-7368-8","The Basil and Josephine Stories",11,"A series of short stories about the teenage lives of Basil Duke Lee and Josephine Perry.","1929-01-15",1,11, "https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348471955i/120009.jpg"
100125,"978-0-06-207360-7","Destination Unknown",12,"A novel featuring Hilary Craven who takes on a mission to find missing scientists in North Africa while grappling with her own despair.","1954-10-05",3,12, "https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661568508l/58719132.jpg"
100126,"978-0-452-28445-6","Fathers and Sons",47,"A novel exploring the generational conflicts and ideological differences between the young nihilist Bazarov and his traditional father.","1862-01-01",1,47, "https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390793535i/19117.jpg"
100127,"978-0-618-00234-1","The Book of Lost Tales",14,"A collection of early stories by J.R.R. Tolkien forming the foundation of the mythology of Middle-earth.","1984-01-02",7,14, "https://m.media-amazon.com/images/I/61svX87UZrS._AC_UF1000,1000_QL80_.jpg"
100128,"978-0-06-112251-4","The Subterraneans",38,"A novel depicting the brief and intense love affair between Leo Percepied and Mardou Fox in the Beat Generation's San Francisco.","1958-02-14",23,38, "https://upload.wikimedia.org/wikipedia/en/d/d9/SubterraneansNovel.JPG"
100129,"978-0-452-28446-3","The Rise and Fall of the Third Reich",48,"A comprehensive history of Nazi Germany and World War II exploring the causes consequences and legacy of the regime.","1960-10-17",12,48, "https://m.media-amazon.com/images/I/519RlAToSEL._AC_UF1000,1000_QL80_.jpg"
100130,"978-0-7432-7369-5","Winter Dreams",11,"A short story about Dexter Green's pursuit of wealth and love in 1920s America and his obsession with the unattainable Judy Jones.","1922-12-17",1,11, "https://m.media-amazon.com/images/M/MV5BZjA1YzJjN2YtODllMi00NGM5LTgxODUtODdkZGQ0M2NkNjc0XkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_.jpg"
100131,"978-0-06-207361-4","The Mirror Crack'd from Side to Side",12,"Hercule Poirot investigates the murder of Heather Badcock at Gossington Hall linked to a mysterious past.","1962-11-09",3,12, "https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1466335226i/16372.jpg"
100132,"978-0-452-28447-0","The Idiot",43,"A novel following the return of Prince Myshkin to Russia and his entanglement in the conflicts and intrigues of society.","1869-01-01",1,43, "https://m.media-amazon.com/images/I/81e0DWEK5BL._AC_UF1000,1000_QL80_.jpg"
100133,"978-0-618-00235-8","The Lays of Beleriand",14,"A collection of epic poetry by J.R.R. Tolkien chronicling the tales of the First Age of Middle-earth.","1985-05-22",7,14, "https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIufCZ6IjSg4QqHT3JUnjLXm9aG4wCa03rVA&s"
100134,"978-0-06-112252-1","Mexico City Blues",38,"A series of 242 choruses capturing the spiritual and existential musings of Jack Duluoz.","1959-09-01",23,38, "https://upload.wikimedia.org/wikipedia/en/0/04/Kerouac_-_Mexico_City_Blues_coverart.jpg"
100135,"978-0-452-28448-7","Hiroshima",49,"A journalistic account of the atomic bombing of Hiroshima and its aftermath focusing on the experiences of six survivors.","1946-08-31",12,49 \, "https://m.media-amazon.com/images/I/618U7ffVADL._AC_UF1000,1000_QL80_.jpg"
100136,"978-0-7432-7370-1","The Short Stories of F. Scott Fitzgerald",11,"A collection of short stories exploring themes of wealth love and the American Dream.","1920-04-15",1,11, "https://m.media-amazon.com/images/I/517SODzbhLL._AC_UF1000,1000_QL80_.jpg"
100137,"978-0-06-207362-1","Sleeping Murder",12,"Miss Marple investigates the murder of a young woman in a coastal village revealing secrets buried in the past.","1976-10-12",3,12, "https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308808135i/16300.jpg"
100138,"978-0-452-28449-4","Demons",43,"A novel exploring the political and social turmoil in 19th-century Russia through the actions and ideologies of radical youth.","1872-01-01",1,43, "https://m.media-amazon.com/images/I/81lgUwdxRxL._AC_UF1000,1000_QL80_.jpg"
100139,"978-0-618-00236-5","The Lost Road and Other Writings",14,"A collection of writings by J.R.R. Tolkien including early drafts and stories related to the mythology of Middle-earth.","1987-08-15",7,14, "https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328193180i/260109.jpg"
100140,"978-0-06-112253-8","Desolation Angels",38,"A novel detailing the experiences of Jack Duluoz in the wilderness and his reflections on life and society.","1965-08-19",23,38, "https://upload.wikimedia.org/wikipedia/en/d/d9/DesolationAngels.jpg"
100141,"978-0-452-28450-0","The Gulag Archipelago",50,"A three-volume work chronicling the history and horrors of the Soviet Union's forced labor camp system from the 1918 revolution to the 1950s.","1973-12-25",12,50, https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJCUpkMKCcJb7aIeMLzf51TvilttkP-9JgiA&s
100142,"978-0-7432-7371-8","The Love of the Last Tycoon",11,"An unfinished novel about the rise and fall of Monroe Stahr a Hollywood producer.","1941-10-22",1,11, "https://m.media-amazon.com/images/I/61kC3rBYzkL._AC_UF1000,1000_QL80_.jpg"
100143,"978-0-06-207363-8","Elephants Can Remember",12,"Hercule Poirot investigates the mysterious deaths of a married couple found on a cliffside years earlier.","1972-07-20",3,12, "https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUSEfLImsXiO7Tc5scJNJTBFBo1SpRh4bO4w&s"
100144,"978-0-452-28451-7","The Possessed",43,"A novel depicting the moral and spiritual crisis of Russian society through the lives of radical revolutionaries.","1872-01-01",1,43, "https://m.media-amazon.com/images/M/MV5BMzVmN2RmODItOTkxNi00MTE5LWFkZDAtOTYwMWFkMDUxZmYwXkEyXkFqcGdeQXVyMTMzODk3NDU0._V1_.jpg"
100145,"978-0-618-00237-2","The Return of the Shadow",14,"A volume detailing the early drafts and revisions of J.R.R. Tolkien's 'The Lord of the Rings' highlighting the evolution of the story.","1988-07-15",7,14, "https://m.media-amazon.com/images/I/71kHlUlzqYL._AC_UF1000,1000_QL80_.jpg"
100146,"978-0-06-112254-5","Big Sur",38,"A novel recounting the experiences of Jack Duluoz as he retreats to Big Sur in an attempt to escape his fame and personal struggles.","1962-10-01",23,38, "https://m.media-amazon.com/images/I/61JfcmyFKML._AC_UF1000,1000_QL80_.jpg"
100147,"978-0-452-28452-4","Darkness at Noon",51,"A novel exploring the themes of totalitarianism and individualism through the story of Rubashov a high-ranking official who is imprisoned during Stalin's Great Purge.","1940-03-01",12,51, "https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbuBEgDNayg_XFqEHcFlJubL3L9GlutHUNpw&s"
100148,"978-0-7432-7372-5","Babylon Revisited",11,"A short story about Charles Wales' attempt to regain custody of his daughter while confronting his past excesses in Paris.","1931-10-12",1,11, https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlvLYRb0wuN_QQF8JC4F9ng6cqBpLBjOCvfA&s
100149,"978-0-06-207364-5","Postern of Fate",12,"Tommy and Tuppence Beresford uncover a decades-old mystery involving espionage and murder in their new home.","1973-10-09",3,12, "https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Postern_of_Fate_First_Edition_Cover_1973.jpg/220px-Postern_of_Fate_First_Edition_Cover_1973.jpg"
=======
100030," 978-0-14-310732-0"," The Adventures of Huckleberry Finn",4," A novel about a young boy who runs away from home and floats down the Mississippi River."," 1884-12-10",18,4,"https://cdn.kobo.com/book-images/7b44dfad-0d63-49f2-b225-ecd0f8d39bf4/353/569/90/False/the-adventures-of-huckleberry-finn-203.jpg"
100031," 978-0-15-603155-4"," To the Lighthouse",5," A novel that centers on the Ramsay family and their visits to the Isle of Skye."," 1927-05-05",1,5,"https://m.media-amazon.com/images/I/81uGyLbPszL._AC_UF1000,1000_QL80_.jpg"
100032," 978-0-684-84328-4"," For Whom the Bell Tolls",6," A novel about an American in the Spanish Civil War."," 1940-10-21",12,6,"https://upload.wikimedia.org/wikipedia/en/4/48/ErnestHemmingway_ForWhomTheBellTolls.jpg"
100033," 978-0-452-28424-1"," Animal Farm",7," A satirical allegory about a group of farm animals who rebel against their human farmer."," 1945-08-17",1,7,"https://m.media-amazon.com/images/I/91Lbhwt5RzL._AC_UF1000,1000_QL80_.jpg"
100034," 978-0-545-01023-8"," Harry Potter and the Chamber of Secrets",8," The second book in the Harry Potter series."," 1998-07-02",7,8,"https://m.media-amazon.com/images/M/MV5BMjE0YjUzNDUtMjc5OS00MTU3LTgxMmUtODhkOThkMzdjNWI4XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_FMjpg_UX1000_.jpg"
100035," 978-0-06-112009-1"," Go Set a Watchman",9," A novel about Scout Finch returning to Maycomb as an adult."," 2015-07-14",1,9,"https://m.media-amazon.com/images/I/91YXvPqn5jL._AC_UF1000,1000_QL80_.jpg"
100036," 978-0-14-118500-2"," Love in the Time of Cholera",10," A novel about a love triangle set in the backdrop of a Caribbean seaport town."," 1985-01-01",1,10,"https://m.media-amazon.com/images/I/61F+iqPd57L._AC_UF1000,1000_QL80_.jpg"
100037," 978-0-7432-7357-2"," Tender is the Night",11," A story about the rise and fall of Dick Diver and his wife  Nicole."," 1934-04-12",1,11,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT03y6cdV2w6PjeYF9rxnAeVUCbqt4KIPT-MQ&s"
100038," 978-0-06-207349-5"," The ABC Murders",12," A detective novel featuring Hercule Poirot."," 1936-01-06",3,12,"https://m.media-amazon.com/images/M/MV5BYmJmNzU0NTgtOGM5Ni00MWJiLTgwZmMtNDIyNjYzZDAzNzI5XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_.jpg"
100039," 978-0-307-27526-1"," Song of Solomon",13," A novel that explores African-American identity and heritage."," 1977-09-01",1,13,"https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632283992i/11334.jpg"
100040," 978-0-618-00223-5"," The Two Towers",14," The second part of J.R.R. Tolkien's epic fantasy series The Lord of the Rings."," 1954-11-11",7,14,"https://m.media-amazon.com/images/I/71FXalNQFtL._AC_UF1000,1000_QL80_.jpg"
100041," 978-0-671-02736-3"," Carrie",15," A horror novel about a bullied girl with telekinetic powers."," 1974-04-05",8,15,"https://m.media-amazon.com/images/M/MV5BODg2MDU2MjYxNl5BMl5BanBnXkFtZTcwMDQ5MzU0OQ@@._V1_FMjpg_UX1000_.jpg"
100042," 978-0-679-45719-3"," Gather Together in My Name",16," The second book in Maya Angelou's series of seven autobiographies."," 1974-01-01",11,16,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9n7ft7GpE2WiOtqlFZ1TFQgygOdX4f8_COg&s"
100043," 978-0-14-243718-6"," Bartleby , the Scrivener",17," A short story about a Wall Street lawyer who employs a new scrivener."," 1853-01-01",23,17,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWQzBvfkIFUDTPG-rFBH6JxSOUy901z1_qew&s"
100044," 978-0-14-200067-0"," East of Eden",18," A novel about the intertwined destinies of two families."," 1952-09-19",1,18,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLYFFwW4YMZhvkSw-WFZnGzr9VQb3xAN0PXg&s"
100045," 978-0-14-243728-5"," Selected Poems of Emily Dickinson",19," A curated collection of poetry by the famous American poet."," 1890-01-01",22,19,"https://m.media-amazon.com/images/I/812RqhvW-lL._AC_UF1000,1000_QL80_.jpg"
100046," 978-0-553-21343-3"," The Sign of Four",20," A detective novel featuring Sherlock Holmes."," 1890-02-14",3,20,"https://m.media-amazon.com/images/I/51jeED9BT1L._AC_UF1000,1000_QL80_.jpg"
100047," 978-0-8050-0899-4"," The Trial",21," A novel about a man who is arrested and prosecuted by a remote , inaccessible authority."," 1925-01-01",23,12,"https://m.media-amazon.com/images/M/MV5BOWM1NDYyNTAtYTczYS00YjJiLTk2NjctYjg3NmI1NTIyZTc2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg"
100048," 978-0-14-144115-3"," Villette",22," A novel about a young woman's struggles and triumphs in a foreign land."," 1853-01-01",1,2,"https://cdn.kobo.com/book-images/ee89e956-3b54-4841-81c1-8f0d066f88dd/353/569/90/False/villette-42.jpg"
100049," 978-0-14-018648-2"," Kim",23," The story of an orphaned boy in British India."," 1901-01-01",14,3,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630963799l/210834.jpg"
100050," 978-0-679-74476-4"," Another Country",24," A novel that examines the tensions within and between races."," 2002-11-11",23,9,"https://upload.wikimedia.org/wikipedia/en/d/d5/Another_Country_1984_film_poster.jpg"
100051," 978-0-14-118500-1"," Chronicle of a Death Foretold",25," A novella about a murder foretold in a small town."," 1981-01-01",1,10,"https://m.media-amazon.com/images/I/716ba9XDBJL._AC_UF1000,1000_QL80_.jpg"
100052," 978-0-385-33349-8"," Breakfast of Champions",26," A satirical novel about the intersections of art and life."," 1973-01-01",6,14,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHX5tNd_0r3pcs4rBeuE1mSevfH-3Uas7MKg&s"
100053," 978-1-4028-9463-3"," Northanger Abbey",1," A satire of Gothic novels."," 1818-12-01",1,1,"https://m.media-amazon.com/images/M/MV5BMjA1ODE4MzAwOF5BMl5BanBnXkFtZTcwNTAyMjE2MQ@@._V1_.jpg"
100054," 978-0-14-143952-5"," David Copperfield",2," The story of a young man’s adventures from boyhood to maturity."," 1850-01-01",1,2,"https://m.media-amazon.com/images/I/71stfjkSPXL._AC_UF1000,1000_QL80_.jpg"
100055," 978-0-19-923277-1"," Resurrection",3," A novel about a nobleman’s attempt to redeem his earlier transgressions."," 1899-01-01",1,3,"https://m.media-amazon.com/images/M/MV5BMjE2OTQ2Nzk4N15BMl5BanBnXkFtZTgwMTU0MTE5MjE@._V1_.jpg"
100056," 978-0-14-310733-7"," Pudd'nhead Wilson",4," A novel about a Southern town in the midst of a murder trial."," 1894-01-01",18,4,"https://m.media-amazon.com/images/I/61A7drvt4qL._AC_UF1000,1000_QL80_.jpg"
100057," 978-0-15-603156-1"," Orlando",5," A novel about a young nobleman who lives for three centuries without aging."," 1928-01-11",1,5,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRk5LjSlnJoncjrbOREmbeAsoGyJdys6WWiDg&s"
100058," 978-0-684-84329-1"," A Farewell to Arms",6," A novel about a tragic romance during World War I."," 1929-09-27",12,6,"https://m.media-amazon.com/images/I/719VFUyk9GL._AC_UF1000,1000_QL80_.jpg"
100059," 978-0-452-28425-8"," Homage to Catalonia",7," A first-person account of the Spanish Civil War."," 1938-01-01",12,7,"https://upload.wikimedia.org/wikipedia/en/b/b6/Homage_to_Catalonia%2C_Cover%2C_1st_Edition.jpg"
100060," 978-0-545-01024-5"," Harry Potter and the Prisoner of Azkaban",8," The third book in the Harry Potter series."," 1999-07-08",7,8,"https://m.media-amazon.com/images/I/81NQA1BDlnL._AC_UF1000,1000_QL80_.jpg"
100061," 978-0-06-112010-7"," Mockingbird",9," A novel about the adult Scout Finch."," 2015-07-14",1,9,"https://cdn.britannica.com/21/182021-050-666DB6B1/book-cover-To-Kill-a-Mockingbird-many-1961.jpg"
100062," 978-0-14-118501-8"," The Autumn of the Patriarch",10," A novel about the life of a Caribbean dictator."," 1975-01-01",1,10,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREWzQnnmz7H35UKXEs2T-164bVG3Iv0QJWtA&s"
100063," 978-0-7432-7357-3"," The Beautiful and Damned",11," A story of a young couple living in New York City during the Jazz Age."," 1922-03-20",1,11,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4zviCG3Q2eDzQyl0U6izdqD6neHeWdumXhQ&s"
100064," 978-0-06-207350-8"," Death on the Nile",12," A detective novel featuring Hercule Poirot."," 1937-01-01",3,12,"https://m.media-amazon.com/images/M/MV5BYjBkMTRkMmUtNGQ5Ni00YjkwLThhMmMtZjI1M2U2NzRhNjkwXkEyXkFqcGc@._V1_.jpg"
100065,"978-0-452-28426-5","The Catcher in the Rye",27,"The story of Holden Caulfield a teenager navigating life and alienation in New York City during the 1950s.","1951-07-16",1,28,"https://m.media-amazon.com/images/I/91fQEUwFMyL._AC_UF1000,1000_QL80_.jpg"
100066,"978-0-06-112241-5","The Bell Jar",28,"A semi-autobiographical novel about Esther Greenwood's mental health struggles and descent into madness.","1963-01-14",1,29,"https://m.media-amazon.com/images/I/812nGlXCWwL._AC_UF1000,1000_QL80_.jpg"
100067,"978-0-14-118511-7","Midnight's Children",29,"The story of Saleem Sinai born at the exact moment of India's independence and his telepathic powers.","1981-04-15",1,30,"https://cdn.kobo.com/book-images/f820dcf6-2fc4-4489-a427-847223d50e8e/353/569/90/False/midnight-s-children.jpg"
100068,"978-0-7432-7358-9","The Sun Also Rises",6,"A novel about the post-World War I expatriates in Paris and Spain grappling with love and disillusionment.","1926-10-22",12,6,"https://m.media-amazon.com/images/I/71IwKUdkvQL._AC_UF1000,1000_QL80_.jpg"
100069,"978-0-618-00224-2","The Return of the King",14,"The third part of J.R.R. Tolkien's epic fantasy series The Lord of the Rings concluding the journey of the Fellowship.","1955-10-20",7,14,"https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
100070,"978-0-7432-7359-6","This Side of Paradise",11,"The story of Amory Blaine a young man growing up and navigating love and ambition in early 20th century America.","1920-03-26",1,11,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIMtAGdS-KrEb0JiYl_qYAJFlwB9Z7vpMdQw&s"
100071,"978-0-06-207351-5","The Murder of Roger Ackroyd",12,"A detective novel featuring Hercule Poirot unraveling the mystery of Roger Ackroyd's death in a small English village.","1926-06-24",3,12,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJYeKf_XxXS0XBRYX_PMCKks4vQyvV38MmaQ&s"
100072,"978-0-452-28427-2","A Clockwork Orange",30,"A dystopian novel about Alex a teenage delinquent and his journey through violence and the state's rehabilitation program.","1962-02-01",8,31,"https://upload.wikimedia.org/wikipedia/en/7/73/A_Clockwork_Orange_%281971%29.png"
100073,"978-0-618-00225-9","The Silmarillion",14,"A collection of mythopoeic stories by J.R.R. Tolkien that serves as the prequel to The Lord of the Rings.","1977-09-15",7,14,"https://m.media-amazon.com/images/I/81n8m36liHL._AC_UF1000,1000_QL80_.jpg"
100074,"978-0-06-112242-2","On the Road",32,"A novel chronicling the cross-country travels of Sal Paradise and his friends in post-war America.","1957-09-05",23,32,"https://upload.wikimedia.org/wikipedia/en/7/72/On_the_Road_FilmPoster.jpeg"
100075,"978-0-452-28428-9","Brave New World",33,"A science fiction novel depicting a futuristic society controlled by technology and conditioning where individuality is suppressed.","1932-02-17",8,33,"https://m.media-amazon.com/images/I/91D4YvdC0dL._AC_UF1000,1000_QL80_.jpg"
100076,"978-0-7432-7360-2","Tender is the Night",11,"A story about the glamorous yet tragic lives of Dick and Nicole Diver in the French Riviera.","1934-04-12",1,11,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT03y6cdV2w6PjeYF9rxnAeVUCbqt4KIPT-MQ&s"
100077,"978-0-06-207352-2","The Mysterious Affair at Styles",12,"The debut novel featuring Hercule Poirot investigating a murder at Styles Court during World War I.","1920-10-01",3,12,"https://m.media-amazon.com/images/I/51ArvUXZijL._AC_UF1000,1000_QL80_.jpg"
100078,"978-0-452-28429-6","The Road",34,"A post-apocalyptic novel following a father and son's journey through a devastated landscape.","2006-09-26",23,34,"https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/The_Road_movie_poster.jpg/220px-The_Road_movie_poster.jpg"
100079,"978-0-618-00226-6","Unfinished Tales",14,"A collection of narratives by J.R.R. Tolkien providing deeper insights into the world of Middle-earth.","1980-10-02",7,14,"https://m.media-amazon.com/images/I/71g6NrSpqXL._AC_UF1000,1000_QL80_.jpg"
100080,"978-0-06-112243-9","Fear and Loathing in Las Vegas",35,"A savage journey into the heart of the American dream through the eyes of Raoul Duke and his attorney.","1971-11-11",23,35,"https://m.media-amazon.com/images/M/MV5BY2RkY2M2N2QtZGY5ZS00YmVjLThmNTItY2ZkM2JlYmFhZWQyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX1000_.jpg"
100081,"978-0-452-28430-2","Invisible Man",36,"A novel about an African American man's experiences and struggles with racism and identity in early 20th century America.","1952-04-14",1,36,"https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/The_Invisible_Man_%282020_film%29_-_release_poster.jpg/220px-The_Invisible_Man_%282020_film%29_-_release_poster.jpg"
100082,"978-0-7432-7361-9","To the Lighthouse",5,"A novel detailing the Ramsay family's visits to the Isle of Skye and their intricate personal dynamics.","1927-05-05",1,5,"https://m.media-amazon.com/images/I/81uGyLbPszL._AC_UF1000,1000_QL80_.jpg"
100083,"978-0-06-207353-9","Death Comes as the End",12,"A historical murder mystery set in ancient Egypt featuring a series of suspicious deaths in a priest's household.","1944-10-01",3,12,"https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Death_Comes_as_the_End_1944_US_First_Edition_cover.jpg/220px-Death_Comes_as_the_End_1944_US_First_Edition_cover.jpg"
100084,"978-0-452-28431-9","The Handmaid's Tale",37,"A dystopian novel set in a totalitarian regime where women are subjugated and forced into reproductive slavery.","1985-09-12",8,37,"https://m.media-amazon.com/images/M/MV5BN2M0NTdiMGYtNmFjZi00MjIxLWI3OTUtNTdmZDRlOTNiYWU0XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_FMjpg_UX1000_.jpg"
100085,"978-0-618-00227-3","Beren and Lúthien",14,"A tale from the mythology of Middle-earth recounting the love story between the mortal Beren and the elf-maiden Lúthien.","2017-06-01",7,14,"https://m.media-amazon.com/images/I/71DgFHWczML._AC_UF1000,1000_QL80_.jpg"
100086,"978-0-06-112244-6","The Electric Kool-Aid Acid Test",38,"A non-fiction account of Ken Kesey and the Merry Pranksters' cross-country road trip in the 1960s promoting LSD.","1968-08-14",23,38,"https://upload.wikimedia.org/wikipedia/en/e/e4/KoolAid_1stUSEd_front.jpg"
100087,"978-0-452-28432-6","Catch-22",39,"A satirical novel about the absurdities of war and bureaucracy through the experiences of Captain John Yossarian during World War II.","1961-11-10",12,39,"https://upload.wikimedia.org/wikipedia/en/9/99/Catch22.jpg"
